#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-04-17 09:30:03
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET / - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - - parking.sunderland.ac.uk 200 0 0 12707 685 1380
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/foundation/css/normalize.css - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 7955 602 2
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/foundation/css/foundation.min.css - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 159013 607 2
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/foundation/js/vendor/modernizr.js - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 11525 593 1
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/css/responsive-tables.css - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 1680 603 1
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/img/logo/Sunderland_uni_logo.png - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 150934 656 3
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/css/global.css - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 79813 592 50
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/img/lock-icon.png - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 417 641 41
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/img/burger.png - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 383 638 1
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/img/logo/Sunderland_uni_logo_mobile.png - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 150912 663 36
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/uos/img/close.png - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 463 637 0
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/foundation/js/vendor/jquery.js - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 85104 590 1
2024-04-17 09:30:03 W3SVC4 UKS-WEB-01 10.12.30.4 GET /template/foundation/js/foundation.min.js - 443 - 10.12.4.21 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/123.0.0.0+Safari/537.36 - https://parking.sunderland.ac.uk/ parking.sunderland.ac.uk 200 0 0 106539 591 1
